Sl no,Tweets,Search key,Feeling
4061," #70: @Shanice Lytonya ❤ ed ""Sundays I avoid the TL at all cost cause GOT fans does sicken me""",sicken,disgust
4062," #71: @m.mkayy ed ""I hate SICKEN ass ppl""",sicken,disgust
4063," #72: @dee got s worded ed ""@yeocult YOU SICKEN MEEEE SVBJJJHF""",sicken,disgust
4064," #73: @Lisa ☕️Hauk-Meeker ☕️🌈 ed ""RT @bogeywheels: When reviewing replies to #ableg @RachelNotley s I despair of Albertans. Who are these people? Thank gawd I seldom en…""",sicken,disgust
4065," #74: @Barbara G ed ""@RepMarkMeadows You sicken me""",sicken,disgust
4066," #75: @Natalia Corbo ed ""I am greedy with words darling.The next lover I will have will tell me  erotic poetry you can't even begin dream of.There will be no brevity. Endless and amorous adoration that will sicken you. What you mean modern you mean I speak my mind you oaf. #flashfiction #truth""",sicken,disgust
4067," #1: @🍖Gammon Honk the 2nd🍖 ed ""RT @simonadams18: @NickBoles 🤬🤬@NickBoles That single, arrogant, comment from you sums up just why your “ilk” are despised. My revulsion at…""",revulsion,disgust
4068," #2: @Ignathio 🚫👕 Populathion ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4069," #3: @Chrissy #BV4B ed ""RT @simonadams18: @NickBoles 🤬🤬@NickBoles That single, arrogant, comment from you sums up just why your “ilk” are despised. My revulsion at…""",revulsion,disgust
4070," #4: @jane7 ed ""RT @simonadams18: @NickBoles 🤬🤬@NickBoles That single, arrogant, comment from you sums up just why your “ilk” are despised. My revulsion at…""",revulsion,disgust
4071," #5: @Emma Vitale ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4072," #6: @Ian Sheldon ed ""RT @simonadams18: @NickBoles 🤬🤬@NickBoles That single, arrogant, comment from you sums up just why your “ilk” are despised. My revulsion at…""",revulsion,disgust
4073," #7: @ItsSusanS🤷🏻‍♀️ ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4074," #8: @Fallout Lou Begas ed ""@mythousandfaces I played a lot of UT99 as a kid and actually had a knee-jerk revulsion to UT2003 when it came out but once 2004 came along I was hooked.""",revulsion,disgust
4075," #9: @🇬🇧🖕🏻TO THE EUSSR 🇬🇧 ed ""@NickBoles 🤬🤬@NickBoles That single, arrogant, comment from you sums up just why your “ilk” are despised. My revulsion at you and most of utterly treacherous, out of touch colleagues knows no bounds.You disgust me and millions like me.I’m so looking forwards to seeing you dumped next GE""",revulsion,disgust
4076," #10: @ThemisResists 🌊 ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4077," #11: @Vambo Marble Cybernat🏴󠁧󠁢󠁳󠁣󠁴󠁿 ed ""@Jonathon_Shafi Jonathan, a whole weekend of agreeing with you and feeling revulsion at the actions of the SNP leadership. What is the world coming to?""",revulsion,disgust
4078," #12: @elvira carrillo ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4079," #13: @Philthefish ed ""@BBCWorld @BBCNews When will people like extinction revulsion admit that population is the cause and it needs  reducing fast""",revulsion,disgust
4080," #14: @Scribulatora ed ""RT @THCrinstam: See, for a long time, white supremacy and by association to it, racism in general was not socially acceptable in anyway. It…""",revulsion,disgust
4081," #15: @Karla With a K ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4082," #16: @🇨🇦 🇵🇸 🇸🇾 🇨🇦 Shall we dance? 🍷🐔🍎🍏 ed ""RT @THCrinstam: See, for a long time, white supremacy and by association to it, racism in general was not socially acceptable in anyway. It…""",revulsion,disgust
4083," #17: @Tom Crinstam ed ""See, for a long time, white supremacy and by association to it, racism in general was not socially acceptable in anyway. It was still going on mind you, but it was all very quiet and hush, hush, because normal people literally reacted with revulsion to it. You know, the whole""",revulsion,disgust
4084," #18: @ddrfr33k - Streaming on Vimm! ed ""@zZCastleZz @RevulsionGame I went back and fired up revulsion for the first time in a while. I can tell you've put a lot of effort into balancing and tweaking the game! Nicely done. It's got the right amount of challenge now""",revulsion,disgust
4085," #19: @GloriaK ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4086," #20: @Suffolk Soul Boy 🇬🇧 🇺🇸 👻👽🎷 ed ""@guardiannews Slavery is alive and well today. We cannot revise history...apologising for it doesn't change history. Modern revulsion and choosing to move forward in a better and enlightened manner is what we need. Not Libtard white bashing.""",revulsion,disgust
4087," #21: @yukon ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4088," #22: @Mathew Mendel✍🏻 ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4089," #23: @Everything Is Pretty Bad ed ""conceptions of 'good and bad art' informed by ideology etc... with 'good art' as some sort of transcendental gateway to a better world whilst 'bad art' is anything that inspires revulsion or is not sufficiently high brow or conventionally tasteful. very amusing.""",revulsion,disgust
4090," #24: @Ray Jenkins ed ""@NNbrush @brithume This word “hate” is thrown around too recklessly. What I feel is disgust and revulsion toward Trump’s behavior. For the man himself, I feel only pity.""",revulsion,disgust
4091," #25: @Steven Singer ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4092," #26: @Chris Wright ed ""RT @aimeeterese: Ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. M…""",revulsion,disgust
4093," #27: @ravindra ed ""@ndtv first kejerival stage manages  this attack  this  has been confessed by the accused , his dirty trick will get him any smypathy but  revulsion against him since his modus operandi  is thoroughly exposed""",revulsion,disgust
4094," #28: @Dr Pocodaku ed ""@elle91 Apparently I Am The one who wallows in cold revulsion.""",revulsion,disgust
4095," #29: @太宰治『斜陽』""The Setting Sun"" DAZAI OSAMU ed ""My only reaction was one of mild revulsion. I carried the chair back to the porch, sat down, and began to knit.""",revulsion,disgust
4096," #30: @Prester John ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4097," #31: @☆ ｅａｓｙ ・ Ｒ ☆ ‏ ed ""me: I hate everything. There is nothing in this world that isn't worthy of my revulsion, any part of this stupid society that doesn't fill me with rage. And if I--dice and gentarou: (exist)me:me:me: ...uwu""",revulsion,disgust
4098," #32: @JE Barnard ed ""RT @AKimCampbell: Cut it out! Hillary Clinton laid out chapter and verse against Trump! Personal revulsion was NOT the core of her message!…""",revulsion,disgust
4099," #33: @Geoff ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4100," #34: @DaveyNolsey ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4101," #35: @barbara rettemnier ed ""RT @AKimCampbell: Cut it out! Hillary Clinton laid out chapter and verse against Trump! Personal revulsion was NOT the core of her message!…""",revulsion,disgust
4102," #36: @Наша Russia: Яйца судьбы (реж. Дэвид Линч) ed ""RT @aimeeterese: Ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. M…""",revulsion,disgust
4103," #37: @Discourse Hacker ed ""@ProbableRey23 I don't know if my revulsion is a cultural thing. People from our region are culturally challenged when it comes to gaalis. Sometimes I really want to swear at someone, and I feel so damn frustrated, so I get that feeling.😁""",revulsion,disgust
4104," #38: @dsa otherkin caucus⌚ ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4105," #39: @Ignazio Palmisano ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4106," #40: @Tuna Mango stan account ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4107," #41: @Sir John Davies (Will kill for honours) ed ""RT @UptonCrossFox: Parliamentary revulsion is right and expressed so eloquently by the Lords this week. Every day @MelJStride insists on th…""",revulsion,disgust
4108," #42: @Gritty Van Fleet 🌹 ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4109," #43: @Rask 🇨🇦 ed ""RT @AKimCampbell: Cut it out! Hillary Clinton laid out chapter and verse against Trump! Personal revulsion was NOT the core of her message!…""",revulsion,disgust
4110," #44: @Eve Glicksman ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4111," #45: @Ann Bibby ed ""RT @AKimCampbell: Cut it out! Hillary Clinton laid out chapter and verse against Trump! Personal revulsion was NOT the core of her message!…""",revulsion,disgust
4112," #46: @Tyler (super cool accountant) ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4113," #47: @watt smith ed ""@RealMuckmaker Just revulsion and disgust.""",revulsion,disgust
4114," #48: @river ed ""you guys do not know the feeling that came across my body, it was a mix between shock, discomfort, and revulsion https://t.co/wTyTpG6ysK""",revulsion,disgust
4115," #49: @Korra ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4116," #50: @Nicholas Llorens ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4117," #51: @Slim ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4118," #52: @𝑺𝑶𝑵𝑰𝑪𝑯𝑼 𝑭𝑨𝑵 𝑨𝑪𝑪𝑶𝑼𝑵𝑻 ed ""RT @aimeeterese: Ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. M…""",revulsion,disgust
4119," #53: @Lucy Treloar ed ""@gdunc44 Oh no! Instant pain in forehead and a strong feeling of revulsion with me...""",revulsion,disgust
4120," #54: @Respect Female Existance ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4121," #55: @🌹MsRose🌹 ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4122," #56: @Curt Rogers ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4123," #57: @Hyperion Cantos ed ""RT @aimeeterese: Ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. M…""",revulsion,disgust
4124," #58: @thoongumoonji ed ""RT @GorwayGlobal: I have a feeling, no one in Mr Modi's close circle has dared to tell him yet of the #CycloneFani scale of disgust  and  r…""",revulsion,disgust
4125," #59: @Gavin DeBrun ed ""@BrandonMcCrazyf @jess_ismore @JordanSchachtel @IlhanMN “Incarcerating 20-year-old men for 30 or 40 years is essentially a life sentence. Society will have no expectations of the to be 50 or 60-year-old released prisoners; it will view them with distrust and revulsion.”""",revulsion,disgust
4126," #60: @Bree ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
4127," #61: @Robot ed ""job of stopping people from leaving their country and widespread revulsion. And he did when he couldnt have his military parade we could""",revulsion,disgust
4128," #62: @Vagabundo ed ""RT @HeerJeet: 1. It increasingly feels like Biden, if he's the Democratic nominee, will be Hilary Clinton 2.0, but worse. A campaign based…""",revulsion,disgust
4129," #63: @Ron Allen ed ""RT @AKimCampbell: Cut it out! Hillary Clinton laid out chapter and verse against Trump! Personal revulsion was NOT the core of her message!…""",revulsion,disgust
4130," #64: @Maarek ed ""RT @bog_beef: @ghost_to_most @aimeeterese Nobody is saying that impropriety or revulsion shouldn't exist. You just should end up with fiv…""",revulsion,disgust
4131," #65: @stricture ed ""@ghost_to_most @aimeeterese Nobody is saying that impropriety or revulsion shouldn't exist. You just should end up with five across the face or wearing a glass of chardonney rather than going HEAR YE HEAR YE and calling people's employers and telling them to unperson themselves from the universe.""",revulsion,disgust
4132," #66: @emotional labor party ed ""RT @aimeeterese: Ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. M…""",revulsion,disgust
4133," #67: @Jo_Leigh ed ""RT @AKimCampbell: Cut it out! Hillary Clinton laid out chapter and verse against Trump! Personal revulsion was NOT the core of her message!…""",revulsion,disgust
