,usuario,texto,depressao,texto_traduzido
786,aprilrudgate,lembra quando a pm parou a paris hilton e aí tinha tipo cocaina no carro e aí a paris hilton falou assim essa cocaina não é minha o saco em que ela tá é barato demais,1,remember when pm stopped paris hilton and then there was like cocaine in the car and then paris hilton said like this cocaine is not mine the bag in which it is too cheap
787,lobopicasso_,"queria ter certeza que esse boy vacila com essa menina, pq é sem base",1,"I wanted to make sure that this boy hesitates with this girl, because it's without a base"
788,thaliatakeda_,Depois questionam pq eu to tratando estranho (??) Eu trato bem e nem resposta tenho. Vou ficar nessa sozinha não,1,Then they ask why I'm treating him strange (??) I treat him well and I don't even have an answer. I'm not going to be alone
789,Moana0131,pq eu acordei agora emmm,1,because i woke up now emmm
790,NGRS25,"Alguém solicitou ajuda contra o suicídio e depressão para mim pelo Instagram, Eu queria mt saber quem é para mim agradecer, eu necessito se ajuda profissional pq não tenho mais psicológico para nada",1,"Someone asked for help against suicide and depression for me on Instagram, I wanted to know who it is for me to thank, I need professional help because I have no more psychological for anything"
791,idfchae,Parem de ser gostosos na tml eu tenho depressão,0,Stop being hot in tml I have depression
792,digi_tai_s,"Nunca tive problema pra falar sobre meu tag e depressão, no sentido de falar que tenho. 
Mas tem muito tempo que não consigo realmente falar sobre o que sinto, e o inferno que é conviver com isso. Não consigo dizer que estou fragilizada sem ser em tom de brincadeira ou algo assim",1,"I never had a problem talking about my tag and depression, in the sense that I have it.
But it's been a long time since I've been able to really talk about what I feel, and the hell it is to live with it. I can't say I'm fragile without being joking or something"
793,lentissia,complexo de inferioridade e superioridade ao mesmo tempo. sou melhor que outras pessoas em ser uma merda 💋,1,inferiority and superiority complex at the same time. I'm better than other people at being shit 💋
794,YaHoshii_ah,Apronto agora em toda premiação vou ficar igual doida vem os idols que ficam trocando olhares e boiolar por ele kkkkkk Sandara você acabou de criar um monstro https://t.co/3u83358yqU,1,Ready now in every award I will be like crazy comes the idols who are exchanging looks and boiolar for him kkkkkk Sandara you just created a monster https://t.co/3u83358yqU
795,ACEKYEOM,vou sair daqui já deu pra mim,0,I will leave here already gave to me
796,ipameladuart,única negra que não gostou do álbum 😍,1,only black girl who didn't like the album 😍
797,arigatogozei,fui da depressão a uma vontade louca e incessante de fazer sexo''🍃,1,I went from depression to a crazy and incessant desire to have sex''🍃
798,PattyRipardo,"Eu ligando pra @cosanpaoficial pra saber qual a previsão de voltar água, a cosanpa pra mim: TE FODE!",1,"I call @cosanpaoficial to find out what the forecast is for water, cosanpa for me: FUCK YOU!"
799,guillhermemafra,"eu começo a conversar com uma pessoa: 💘😍😍🤩💘🤩🤭❤
 sumiu por uma semana: 🤮🤧😔👍🙄🤐😤🤯😨",0,"I start talking to someone: 💘😍😍🤩💘🤩🤭❤
 disappeared for a week: 🤮🤧😔👍🙄🤐😤🤯😨"
800,SintoMuitoBlues,"Toda vez que eu tenho um dia muito ruim em função de ansiedade/depressão eu acordo no outro dia extremamente exausta, tipo, sem energia pra nada.",1,"Every time I have a really bad day due to anxiety / depression I wake up the next day extremely exhausted, like, without energy for anything."
801,sorvetinhonetom,"Se você pudesse ler a minha mente.
Você estaria chorando agora.",0,"If you could read my mind.
You would be crying now."
802,barbaraton,"só preciso de uma cura pra depressão, não aguento mais",1,"I just need a cure for depression, I can't take it anymore"
803,habitlaurj,"ja perdeu a oportunidade, playgirl ! xau ! https://t.co/ZVmVr323Ta",1,"already missed the opportunity, playgirl! bye ! https://t.co/ZVmVr323Ta"
804,weixiLL,Eu https://t.co/r8sax2aOJE,0,I https://t.co/r8sax2aOJE
805,maria_amanda5,Toda mês essa enxaqueca me mata. Eu fico emprestável.,1,Every month that migraine kills me. I am loanable.
806,luizasxx,que legal que é fazer mais pelos outros do que fazem por mim 🤩🤩🤩🤩🤩 amo ser assim 🤩🤩🤩🤩🤩,0,how cool it is to do more for others than they do for me 🤩🤩🤩🤩🤩 I love being like this 🤩🤩🤩🤩🤩
807,Redxgirl__,Ieneuansisbwoq O NAMORADO DA MINHA PROFESSORA MANDOU AGENTE CANCELAR ELE MANO😎😎😎NÃO DA ELE É MUITO FODA,0,Ieneuansisbwoq MY TEACHER'S BOYFRIEND MENTED AGENT TO CANCEL HIS MANHUSH IT'S NOT FUCK
808,gabimarciaofc,"Confesso que hoje não dormi direito. Minha família nunca perturbou vizinho às 3:00 da madrugada com som alto,e não sei porque temos que aguentar isso. Deviam ter um pingo de noção.",0,"I confess that today I did not sleep well. My family never disturbed a neighbor at 3:00 am with a loud sound, and I don't know why we have to put up with it. They should have an idea."
809,bs_arth,"os outros.

Enfim, deixa eu voltar ao assunto que eu quero desabafar

Acho q as pessoas q estão ao meu redor sabem que no inicio do ano eu fui diagnosticado com principio de depressão, depois disso foi tudo pro buraco.

Minha vida virou um inferno e foi causado por mim",1,"the others.

Anyway, let me get back to the subject I want to vent

I think the people around me know that at the beginning of the year I was diagnosed with the beginning of depression, after that it was all for the hole.

My life turned to hell and was caused by me"
810,ratacracuda,Queria estar sentindo uma picada,1,I wish I was feeling a sting
811,Skyeccho_,gelara me odeia https://t.co/s6pMjLLfWy,1,gelara hates me https://t.co/s6pMjLLfWy
812,tarjapretaporra,"Minha demissão foi muito traumática.
Não quero mais trabalhar para uma corporação multinacional.",1,"My dismissal was very traumatic.
I don't want to work for a multinational corporation anymore."
813,Twinckletoes,UAU https://t.co/97dUMF9uCA,1,WOW https://t.co/97dUMF9uCA
814,GALODEKALSA,Vontade de vomitar mds,1,Will to throw up mds
815,expansaomental,Os Lonely Tunes 😟😭,1,The Looney Tunes 😟😭
816,GALODEKALSA,ai q sensação ruim papito,1,oh what a bad feeling papito
817,anaminlu,"EU PRECISO SABER DO ENCCEJA AAAAAAAA
GENTE, TA ME DANDO PALPITAÇÃO
EU VOU SURTAR

#confirmadataencceja2020",1,"I NEED TO KNOW THE ENCCEJA AAAAAAAA
PEOPLE, TA GIVING ME PALOPING
I WILL Freak Out

# confirmeddataencceja2020"
818,palmiemo,eu tenho depressão profunda nada é bom e nunca será a vida é uma merda tudo é errado o mundo é cinza e feio tudo é ruim,1,I have deep depression nothing is good and it will never be life sucks everything is wrong the world is gray and ugly everything is bad
819,Rosimarini1,Meu psicológico não aguenta essa história. #dorama @NetflixBrasil https://t.co/LgMge6NWIN,1,My psychological cannot stand this story. #dorama @NetflixBrasil https://t.co/LgMge6NWIN
820,panteraalada,"Não deixe que as pessoas te façam desistir daquilo que você mais quer na vida. Acredite. Lute. Conquiste. E acima de tudo, seja feliz!

Desconhecido",0,"Don't let people make you give up what you want most in life. Believe. Fight. Conquer. And above all, be happy!

Unknown"
821,millanesa_,um dia eu comi aqueles bolinhos de feijão que aparecem nos animes e fiquei mto triste pq odiei https://t.co/p2DxSlNSB4,1,one day i ate those bean cookies that appear in anime and i was very sad because i hated https://t.co/p2DxSlNSB4
822,beatrishhhhhh,"Agora falando sério, o q seria uma atitude eficiente pra lidar com vizinhos que se negam a usar máscara?",1,"Now seriously, what would be an efficient attitude to deal with neighbors who refuse to wear a mask?"
823,vitoriaomena777,Q coisa linda em https://t.co/VD52kB2I7J,1,WHAT a beautiful thing at https://t.co/VD52kB2I7J
824,GoudardHelena,"Pensei que passaria a maior parte do tempo na biblioteca esse ano
Poxa,covid",1,"I thought I would spend most of my time in the library this year
Come on, covid"
825,harIeenisley,meu deus que horrível https://t.co/na1sJWUF9Q,0,my god how horrible https://t.co/na1sJWUF9Q
826,arigatogozei,"vou me controlar blz galera? desculpa eu tenho depressão severa, muita conta pra pagar, nome sujo na praça, 3 filhos pra criar ai acabo me descontrolando...

Muitos me julgam, poucos me ajudam.. estarei orando🙏",1,"will I control myself blz guys? I'm sorry I have severe depression, a lot of bills to pay, a dirty name in the square, 3 children to raise there I end up losing control ...

Many judge me, few help me ... I will be praying🙏"
827,nihilistblurs,terminei de ler tshoeh e caras...eu tenho depressão SIM eu odeio viver SIM,0,i finished reading tshoeh and guys ... i have depression YES i hate living YES
828,luhcolodedeus,"Mas, quando o desafio foi lançado, eu pedi para o ES “ me faz viver, para entender, e assim poder passar a sua msg” ... olha, nem sei o que dizer .",0,"But, when the challenge was launched, I asked ES to “make me live, to understand, so I can pass on your message” ... look, I don't even know what to say."
829,putaspunk,tenho ansiedade depressao e coraçao partido,0,"I have anxiety, depression and broken heart"
830,urreagolden,a heyoon fica taaaaaao linda com esse vestido  https://t.co/p23OuGkYKu,1,heyoon looks soooo beautiful in this dress https://t.co/p23OuGkYKu
831,bloodfiredead,"lembrando de uma vez q eu fui em um psiquiatra diferente e ele perguntou
""ah vc só tem ansiedade?""
"" não, tenho depressão tbm""
ela me olhou com uma cara tão triste parecia q toda pena dele ia entrar pelos meus olhos fiquei até mal",0,"remembering when I went to a different psychiatrist and he asked
""oh do you just have anxiety?""
""no, i have depression too""
she looked at me with such a sad face it seemed that all pity of him was going to enter through my eyes I was even bad"
832,SintoMuitoBlues,EU AMO O C. TANGANA QUE INFERNO https://t.co/prSxry54gB,1,I LOVE C. TANGANA THAT HELL https://t.co/prSxry54gB
833,PaulaRaiane15,"Parabéns meu amor,te desejo tudo de bom p vc..😊❤ #LOUDBRADOOCKDAY https://t.co/C7o7Gh78VD",0,"Congratulations my love, I wish you all the best p vc..😊❤ #LOUDBRADOOCKDAY https://t.co/C7o7Gh78VD"
834,NGRS25,"Parece que minha cabeça vai explodir de tanto chorar, te tantos problemas, de viver",1,"It feels like my head is going to explode from crying, having so many problems, living"
835,Moana0131,fextaa em ipanema meu amô,1,fextaa in ipanema my love
836,digi_tai_s,Comecei a falar uai depois de viver numa casa c 4 mineiras https://t.co/wxkDpdyXEU,1,I started saying uai after living in a house with 4 miners https://t.co/wxkDpdyXEU
837,Brandoww011,O foda e que a galera tem o ano todo pra se preocupar com o amiguinho depressivo e não se importam nem um pouco. Ae tiram uma ideia do cu de fingir que se importa com transtorno mental do outro em um mês... Puta falsidade do krlh ngm ta nem ae pra ngm não mano,0,Fuck and the guys have all year to worry about their depressed friend and they don't care at all. Ae get an idea of ​​the ass to pretend to care about the other's mental disorder in a month ... Holy shit krlh ngm not even ae for ngm no bro
838,Debochetururu,"Coisas que vocês não sabe sobre mim:
-eu tenho ansiedade severa 
-um provável início de depressão 
-qualquer comentário ruim me põe pra baixo 
-você nunca vai me ver chorando 
-eu sempre estou rindo mas nunca é verdade
-eu sou muito fofa e legal com as pessoas além disso tudo",1,"Things you don't know about me:
-I have severe anxiety
-a probable onset of depression
-any bad comment puts me down
-you will never see me crying
-I'm always laughing but it's never true
-I'm very cute and nice with people."
839,Moana0131,eu de bermuda milagre,1,me in shorts miracle
840,hurricanequak,mente tava vazia oficina do.............................. https://t.co/laAdpQ1sFL https://t.co/lFy4vfKR5W,1,my mind was empty .............................. https://t.co/laAdpQ1sFL https: // t. co / lFy4vfKR5W
841,poutgif,vamo treasure bo lançar o nome da música quero mudar o nome do “boy” vaMO VAMO,0,let's go treasure bo launch the name of the song I want to change the name of the “boy” vaMO VAMO
842,tarjapretaporra,"Passeando na praça observei moradores de rua...conversavam riam alto....acharam minha filhota uma gracinha.....
E minha cabeça refletindo.....to querendo morrer pq perdi o emprego.",1,"Strolling in the square I observed homeless people ... they talked laughed out loud .... they found my puppy cute .....
And my head reflecting ..... I want to die because I lost my job."
